"","huc12","states","name","areasqkm","areaacres"
"71","070200080301","MN","Headwaters Plum Creek",74.76,18472.93
"72","070400080902","MN","Crystal Creek",41.77,10321.65
"73","070300030201","MN","Headwaters Moose Horn River",118.87,29374.38
"74","070300020311","WI","Fivemile Creek-Totagatic River",115.99,28661.24
"75","070300010101","WI","Shunenberg Creek",208.77,51588.67
"76","070300010103","WI","Lower Ox Creek",140.32,34673.32
"77","070300010104","WI","Headwaters Saint Croix River",92.94,22966.07
"78","070300020101","WI","Namekagon Lake-Namekagon River",123.06,30408.24
"79","070400030605","WI","Rose Valley",39.09,9660.1
"80","070200040604","MN","Judicial Ditch Number Seventeen",56.74,14020.97
"81","070400050201","WI","North Branch Trempealeau River",56.06,13853.33
"82","070400050202","WI","South Branch Trempealeau River",57.77,14275.79
"83","070200110505","MN","Lower County Ditch Number Three",84.01,20758.26
"84","070200110507","MN","County Ditch Number Thirtyfive-Maple River",106.43,26299.22
"85","070400010206","MN","Town of Pine Bend",129.02,31880.62
"86","070400020103","MN","County Ditch Number Fiftynine",109.28,27004.12
"87","070400020201","MN","Clear Lake-Crane Creek",86.84,21458.79
"88","070400040302","MN","County Ditch Number One",40.54,10018.13
"89","070400010202","MN","Marion Lake",58.35,14418.46
"90","070400010203","MN","Farquar Lake",118.69,29328
"91","070200090906","MN","Judicial Ditch Number Three",57.7,14256.87
"92","070400020202","MN","Judicial Ditch Number One",51.04,12612.15
"93","070400020203","MN","Judicial Ditch Number One-Crane Creek",135.05,33371.6
"94","070400020305","MN","County Ditch Number Five-Straight River",102.69,25374.57
"95","070400030604","MN,WI","City of Buffalo City-Mississippi River",115.02,28420.93
"96","070400020902","MN","City of Miesville",73.35,18125.54
"97","070400040511","MN","Hope Coulee-Trout Brook",55.95,13824.65
"98","070200051001","MN","Town of Gracelock",73.99,18282.81
"99","070200051002","MN","Saint Paul's Evangelical Lutheran Cemetery",64.88,16031.03
"100","070200060602","MN","Judicial Ditch Number Thirtythree",56.42,13942.5
"101","070400040105","MN","Badger Run",42.09,10401.27
"102","070200090101","IA","Drainage Ditch Number 80",72.2,17841.22
"103","070200090102","IA","Smith Pool-Union Slough Ditch",101.71,25132.96
"104","070200090301","IA","Drainage Ditch Number 7",48.23,11917.11
"105","070400080102","MN","Evanger Cemetery",53.77,13286.66
"106","070200090201","IA,MN","Ditch Number 60",65.78,16255.44
"107","070200090202","IA,MN","Judicial Ditch Number 7",79.95,19756.04
"108","070200040801","MN","County Ditch Number Eight",95.86,23686.34
"109","070400030102","WI","South Fork Buffalo River",101.66,25121.25
"110","070400040305","MN","Harkcom Creek-Middle Fork Zumbro River",75.09,18555.45
"111","070400040404","MN","Trout Brook",144.43,35689.28
"112","070101060504","MN","Lake Belle Taine",62.88,15537.79
"113","070400040508","MN","Hungry Hollow",71.21,17595.47
"114","070200050704","MN","Judicial Ditch Number Nine",142.79,35284.14
"115","070200050705","MN","County Ditch Number Three",98.07,24234.04
"116","070200060701","MN","Judicial Ditch Number Three-Redwood River",93.86,23193.26
"117","070400030101","WI","North Fork Buffalo River",78,19273.94
"118","070400030201","WI","South Fork Elk Creek",65.88,16280.48
"119","070400030401","WI","Danuser Valley-Waumandee Creek",88.24,21803.61
"120","070400030402","WI","Little Waumandee Creek",129.67,32042.1
"121","070400030403","WI","Irish Valley-Waumandee Creek",67.54,16688.64
"122","070400030405","WI","Waumandee Creek",91.61,22637.88
"123","070200030305","MN,SD","Upper County Ditch Number Five",100.96,24948.31
"124","070200080303","MN","Lower Plum Creek",122.54,30280.59
"125","070200090404","IA,MN","County Ditch Number Thirtyone-Coon Creek",52.64,13007.15
"126","070200030502","MN","County Ditch Number Sixtynine",129.03,31883.77
"127","070200030202","MN,SD","Middle Lazarus Creek",83.53,20640.13
"128","070200030301","MN,SD","Headwaters West Branch Lac qui Parle River",45.8,11316.65
"129","070200030307","MN,SD","Bolland Slough-West Branch Lac qui Parle River",66.79,16503.21
"130","070200011101","MN,SD","Big Stone National Wildlife Refuge-Minnesota River",111.08,27449
"131","051201120302","IL","McCown Branch",49.84,12316.38
"132","070200030102","MN,SD","Judicial Ditch Number Ninteen-Lac qui Parle River",100.47,24827.66
"133","070400050502","WI","Keller Creek-Trempealeau River",84.09,20777.84
"134","070400070104","WI","Headwaters Black River",122.55,30283.19
"135","070400050205","WI","Town of Curran-Trempealeau River",79.35,19607.5
"136","070400050301","WI","North Branch Elk Creek-Elk Creek",76.31,18856.26
"137","070400060301","WI","Farmers Valley Creek",60.42,14930.29
"138","050902030501","IN","Tub Creek-Laughery Creek",63.03,15574.03
"139","070400060303","WI","Headwaters Little LaCrosse River",135.06,33373.46
"140","070400060304","WI","Little LaCrosse River",79.6,19670.07
"141","070400060402","WI","Neshonoc Creek-La Crosse River",89.89,22211.4
"142","070400060403","WI","Smith Valley-La Crosse River",76.47,18896.12
"143","070400070201","WI","North Fork Popple River",158.57,39183.15
"144","070400070202","WI","South Fork Popple River",154.64,38213.03
"145","070400070402","WI","Headwaters Rock Creek",66.2,16358.75
"146","050800030602","IN","Clear Fork",40.98,10125.51
"147","070400070501","WI","East Branch Wedges Creek-Wedges Creek",102.32,25283.75
"148","070400070602","WI","Tomas Creek-East Fork Black River",125.1,30912.08
"149","070400070603","WI","Turner River-East Fork Black River",71.88,17761.99
"150","070400070605","WI","Indian Creek-East Black River",117.67,29075.92
"151","070400071102","WI","North Fork Beaver Creek",131.59,32517.68
"152","070200051102","MN","070200051102-Chippewa River",101.84,25165.41
"153","070400070802","WI","South Fork Halls Creek-Halls Creek",122.32,30225.7
"154","070102050502","MN","Middle Judicial Ditch Number Fifteen",76.58,18922.46
"155","070400070901","WI","South Branch O'Neill Creek",60.45,14937.34
"156","070400070906","WI","Lake Arbutus-Black River",124.54,30774.59
"157","070400071101","WI","South Fork Beaver Creek",89.44,22100.85
"158","070400071208","WI","Grant Creek-Black River",89.12,22023.17
"159","070400070606","WI","Knutes Creek-East Fork Black River",118.85,29369.54
"160","070400070608","WI","Brushy Ridge-East Fork Black River",68.81,17002.78
"161","070400070801","WI","East Fork Halls Creek",68.91,17027.52
"162","070102060501","MN","Medicine Lake-Bassett Creek",46.99,11612.4
"163","180702010002","CA","Huntington Beach-Pacific Ocean",105.56,26084.93
"164","070200051103","MN","070200051103",78.51,19401.21
"165","070200060103","MN","Judicial Ditch Number Thirtyone-Redwood River",61.91,15298.97
"166","180702020101","CA","Upper South Fork San Jacinto River",165.26,40835.62
"167","070300040109","MN","070300040109-Snake River",61.19,15119.23
"168","070102050501","MN","Upper Judicial Ditch Number Fifteen",80.69,19938.26
"169","070102050503","MN","Lower Judicial Ditch Number Fifteen",100.5,24833.97
"170","070102050601","MN","County Ditch Number Thirtythree",62.11,15346.57
"171","070102050602","MN","County Ditch Number Sixtyfour-Buffalo Creek",74.23,18342.8
"172","070101060405","MN","Outlet Shell River",77.99,19271.18
"173","070102050604","MN","Schilling Lake-Buffalo Creek",116.11,28690.58
"174","071300090607","IL","Town of Union-Middle Fork Sugar Creek",34.91,8625.32
"175","070102050605","MN","Outlet Buffalo Creek",153.49,37927.97
"176","070101060601","MN","Eleventh Crow Wing Lake-Crow Wing River",66.67,16473.34
"177","070102060304","MN","Rice Lake-Rice Creek",68.88,17020.29
"178","070102010202","MN","Lower Spunk Creek",116.17,28706.39
"179","070101080501","MN","County Ditch Number Twentyfive",79.65,19681.15
"180","070101060803","MN","Mud Lake-Crow Wing River",103.3,25526.36
"181","070101080601","MN","Fish Trap Lake-Fish Trap Creek",79.94,19754.49
"182","070102040103","MN","County Ditch Number Seven",45.28,11188.18
"183","070102010201","MN","Upper Spunk Creek",94.29,23298.56
"184","070101070103","MN","Gourd Lake",128.1,31653
"185","070101060806","MN","Little Swamp Creek-Crow Wing River",136.6,33754.57
"186","070102030203","MN","Threemile Creek",48.89,12081.84
"187","070101070102","MN","County Ditch Number Fortynine",46.41,11468.2
"188","110200110705","CO","110200110705",71.11,17571.22
"189","070101070304","MN","Town of Leaf River-Leaf River",104.7,25870.7
"190","050800030801","IN","Headwaters Blue Creek",47.39,11710.9
"191","070101070401","MN","County Ditch Number Thirteen",68.39,16900.72
"192","030102040203","VA","Couches Creek",43.52,10753.19
"193","070102010504","MN","Outlet Little Rock Creek",73.14,18072.79
"194","070102040402","MN","Lake Washington-Washington Creek",45.28,11190.08
"195","070102010603","MN","County Ditch Number Twelve",51.92,12830.85
"196","070200080402","MN","Judicial Ditch Number Nine",41.59,10278.11
"197","070101020204","MN","Kabekona Lake-Kabekona River",82.44,20370.67
"198","070102010401","MN","Platte Lake-Platte River",162.5,40153.64
"199","070200091003","MN","Judicial Ditch Number Eightyfive",41.82,10334.83
"200","070101020305","MN","Woman Lake-Boy River",105.78,26139.28
"201","070101020407","MN","Boy Lake-Boy River",109.36,27024.51
"202","070101020408","MN","Skelly Lake-Boy River",48.37,11951.88
"203","070102020104","MN","Lake Osakis-Sauk River",96.82,23923.64
"204","100301011303","MT","Rattlesnake Creek-Warm Springs Creek",53.6,13243.81
"205","070102030202","MN","Lake Louisa-Clearwater River",121.6,30047.41
"206","070101070601","MN","Community of Central",88.83,21950.93
"207","070102020202","MN","County Ditch Number Six",60.34,14910.54
"208","070102020302","MN","Sauk Lake-Sauk River",63.43,15675.09
"209","070102020501","MN","County Ditch Number Fortyfour",71.35,17630.33
"210","070101020505","MN","Turtle Lake",44.54,11006.05
"211","070101020604","MN","Leech Lake River",92.78,22926.06
"212","070102030201","MN","Clear Lake-Clearwater River",137.47,33969.74
"213","120302030202","TX","Crooked Marsh-Whites Bayou",97.69,24138.73
"214","070102040203","MN","County Ditch Number Thirtyseven",58.35,14419.39
"215","101500040901","NE","Darr Bridge-Niobrara River",93.49,23103.03
"216","101500040902","NE","Cornell Dam-Niobrara River",139.61,34499.43
"217","101500040907","NE","Muleshoe Creek-Niobrara River",122.6,30296
"218","101500041002","NE","Headwaters Rush Creek",59.37,14670.62
"219","101500041003","NE","Rush Creek-Cedar Creek",58.02,14336.43
"220","070102040104","MN","County Ditch Number Seven-North Fork Crow River",65.46,16174.97
"221","070102030403","MN","County Ditch Number Thirteen-Saint Francis River",138.48,34220.28
"222","101500041201","NE","Upper Bone Creek",126.19,31182.5
"223","070102040202","MN","County Ditch Number B Six",44.72,11051.16
"224","070102040204","MN","Lake Monongalia-Middle Fork Crow River",103.39,25547.76
"225","101500041203","NE","Middle Bone Creek",106,26193.12
"226","101500041204","NE","Lower Bone Creek",57.32,14164.39
"227","101500070504","NE","Spencer Dam-Niobrara River",86.95,21486.3
"228","101500050101","NE","Petes Lake",47.5,11737.87
"229","101500050203","NE","North Valley-Snake River",96.58,23865.69
"230","101500050502","NE","Indian Hill-Snake River",118.96,29394.42
"231","101500070505","NE","Becker Reservoir Number 1-Niobrara River",56.01,13840.47
"232","101500071003","NE","Red Otter Creek-Niobrara River",121.81,30099.23
"233","101500071005","NE","Schindler Creek-Niobrara River",101.06,24971.48
"234","070102040209","MN","Peterson Lake",65.75,16248.22
"235","070101040404","MN","Little Willow River-Mississippi River",104.88,25915.23
"236","070102040303","MN","Stag Brook-North Fork Crow River",98.1,24241.24
"237","070101010701","MN","Lydick Brook-Mississippi River",75.59,18678.44
"238","070102040305","MN","Jewett Creek",104.35,25785.72
"239","070102050202","MN","Belle Creek",88.78,21937.33
"240","070102040403","MN","County Ditch Number Thirtysix",78.76,19461.16
"241","080203020504","AR","Whitsle Ditch-Big Creek Ditch",104.28,25767.15
"242","070102030204","MN","Clearwater Lake-Clearwater River",103.68,25619.23
"243","150200180803","AZ","Lower Ha Ho No Geh Canyon",132.67,32784.18
"244","150200180804","AZ","Coal Mine Canyon",114.89,28389.22
"245","150200180805","AZ","Water Thief Canyon-Moenkopi Wash",165.45,40884.34
"246","150200180902","AZ","Upper Hamblin Wash",159.14,39323.69
"247","150200180903","AZ","150200180903",57.44,14193.79
"248","150200180904","AZ","Lower Hamblin Wash",82.98,20504.3
"249","150200181001","AZ","Rough Point Wells",355.2,87772.02
"250","070102030205","MN","Grass Lake-Clearwater River",42.23,10435.37
"251","070102040401","MN","Sucker Creek-Washington Creek",46.13,11399.31
"252","150301041201","AZ","Clip Wash",22.3,5510.34
"253","070101010502","MN","Lake Bemidji-Mississippi River",136.66,33768.65
"254","070102030303","MN","County Ditch Number Three",41.51,10257.89
"255","070102030304","MN","Town of Parent-Elk River",92.83,22938.27
"256","070102050101","MN","Lake Wakanda",100.91,24935.62
"257","070102040404","MN","Maynard Lake-Washington Creek",50.4,12454.17
"258","070102050103","MN","County Ditch Number Twentyfour A",47.03,11620.65
"259","070102030506","MN","Tibbits Brook",98.03,24223.22
"260","070101010202","MN","Sucker Creek",56.34,13923.03
"261","070101010201","MN","Lake Itasca-Mississippi River",95.73,23655.04
"262","070101010508","MN","Cass Lake-Mississippi River",146.12,36106.14
"263","070101040701","MN","Round Lake-Hay Creek",58.83,14536
"264","070101040406","MN","Deadmans Creek-Mississippi River",71.54,17676.87
"265","070101040505","MN","Brainerd Dam-Mississippi River",100.57,24852.15
"266","070101040801","MN","Big Swan Lake-Swan River",90.1,22264.64
"267","170102010606","MT","South Fork Spotted Dog Creek",33.66,8317.38
"268","070101030207","MN","Prairie Lake-Prairie River",124.51,30768.14
"269","070101030302","MN","Blackberry Lake-Mississippi River",148.4,36670.28
"270","070101010909","MN","Blackwater Lake-Mississippi River",98.23,24273.82
"271","070200080704","MN","County Ditch Number Twentyfour",70.52,17425.11
"272","070101040902","MN","Mud Lake-Mississippi River",75.61,18683.93
"273","070102050201","MN","Judicial Ditch Number Twentynine",41.09,10152.98
"274","070101040805","MN","Outlet Swan River",152.22,37614.84
"275","070101040903","MN","Broken Bow Creek-Mississippi River",112,27676.7
"276","051202010101","IN","Owl Creek-White River",54.63,13500.36
"277","070102050106","MN","Judicial Ditch Number One-South Fork Crow River",151.11,37339.66
"278","070101050101","MN","Pine Mountain Lake-Pine River",114.32,28249.52
"279","100500140407","MT","LeNoir Coulee-Beaver Creek",54.76,13531.19
"280","070101030304","MN","070101030304-Mississippi River",58.71,14508.55
"281","070102050401","MN","Headwaters Buffalo Creek",127.58,31526.04
"282","070101030406","MN","Shallow Lake-Swan River",143.06,35349.84
"283","070102050403","MN","County Ditch Number Four",43,10626.61
"284","070102050306","MN","Crane Creek",136.76,33793.77
"285","070101060201","MN","Bad Medicine Lake",110.25,27244.56
"286","070101050604","MN","Outlet Pine River",46.49,11488.12
"287","050702010201","VA,WV","South Fork Tug Fork-Tug Fork",118.49,29279.39
"288","050702010202","WV","Headwaters Elkhorn Creek",103.96,25688.66
"289","050500020603","VA,WV","Headwaters East River",44.56,11009.96
"290","050702010104","VA,WV","Middle Dry Fork",134.18,33156.04
"291","050702010207","VA,WV","Panther Creek",116.44,28772.39
"292","070101050303","MN","Fox Creek",34.79,8597.67
"293","070101030702","MN","Hill Lake-Hill River",47.85,11822.87
"294","070102050402","MN","Judicial Ditch Number Twentyseven-Buffalo Creek",47.27,11679.83
"295","070101030903","MN","Oxbow Lake-Mississippi River",94.14,23263.19
"296","070102050405","MN","Judicial Ditch Number Twentyeight A-Buffalo Creek",75.11,18559.73
"297","070101050405","MN","Lower Whitefish Lake",103.81,25652.04
"298","070101050501","MN","Little Pine Lake-Little Pine River",50.12,12384.14
"299","070101060101","MN","Straight Lake-Straight River",93.17,23021.72
"300","050500020103","VA","East Wilderness Creek-Kimberling Creek",106.99,26436.85
"301","100500040602","MT","Lonetree Coulee",35.75,8834.55
"302","050500020104","VA","Nobusiness Creek",63.28,15636.9
"303","050902030301","IN","Turkey Run-East Fork Tanners Creek",41.07,10149.26
"304","102200020604","NE","Pleasant View School-North Fork Elkhorn River",87.57,21638.62
"305","102200011311","NE","Medelmans Lake-Elkhorn River",122.43,30252.73
"306","050500020301","VA","Bear Spring Branch-New River",54.79,13538.35
"307","070200091002","MN","Judicial Ditch Number Eightytwo",55,13590.76
"308","102200020601","NE","Town of Wee Town",52.2,12899.61
"309","102200011310","NE","City of Battle Creek-Elkhorn River",127.94,31615.6
"310","050500020402","VA","Hunting Camp Creek",83.15,20547.17
"311","100402010206","MT","Hereim Creek-Muddy Creek",37.91,9367.31
"312","050500020602","VA,WV","Clendennin Creek-Bluestone Lake",100.84,24918.92
"313","050702010103","VA,WV","Upper Dry Fork",150.37,37156.11
"314","050500020601","VA,WV","Brush Creek-Rich Creek",138.06,34116.07
"315","050500020604","VA,WV","East River",153.47,37923.37
"316","050500020901","VA,WV","Brush Fork-Bluestone River",144.1,35606.9
"317","050500020903","VA,WV","Laurel Fork-Bluestone River",134.44,33221.47
"318","050500021001","VA,WV","Adair Run-Bluestone Lake",63.2,15616.07
"319","050902030302","IN","West Fork Tanners Creek",97.69,24140.13
"320","050902030304","IN","Salt Fork-Tanners Creek",75.79,18728.55
"321","070200041002","MN","Middle Judicial Ditch Number Ten",89.07,22009.3
"322","051202070301","IN","Long Branch-Otter Creek",81.26,20079.64
"323","030102040603","VA","Douglas Run-Meherrin River",59.08,14598.86
"324","030102040604","VA","Falling Run-Meherrin River",68.49,16924.06
"325","070200040802","MN","County Ditch Number Thirtyone",81.85,20225.62
"326","070200041003","MN","Lower Judicial Ditch Number Ten",46.68,11535.02
"327","070200040803","MN","Judicial Ditch Number Sixteen-Chetomba Creek",129.93,32106.15
"328","070200041001","MN","Upper Judicial Ditch Number Ten",50.25,12416.99
"329","050902030502","IN","Little Laughery Creek",71.15,17582.21
"330","050902030503","IN","Headwaters Ripley Creek",48.64,12018.94
"331","051202010102","IN","Peach Creek-White River",74.02,18291.94
"332","070200041203","MN","County Ditch Number Thirtyfive A",61.83,15278.08
"333","070200030306","MN,SD","Lower County Ditch Number Five",52.16,12889.44
"334","070200020501","MN","County Ditch Number Twentytwo",54.5,13466.68
"335","070200080702","MN","Upper Sleepy Eye Creek",124.15,30678.52
"336","070200040201","MN","Judicial Ditch Number Twentythree",59.07,14596.17
"337","070200080705","MN","Middle Sleepy Eye Creek",119.85,29614.74
"338","070200051101","MN","Town of Hagan-Chippewa River",96.73,23901.4
"339","070200080707","MN","Lower Sleepy Eye Creek",94.23,23285.33
"340","050902030802","IN,KY","Taylor Creek-Ohio River",70.97,17538.08
"341","050902030506","IN","Jericho Creek-Laughery Creek",64.99,16059.57
"342","050902030507","IN","Henderson Bend-Laughery Creek",64.61,15965.13
"343","051202010104","IN","Cabin Creek",66.62,16461.94
"344","190101031101","AK","Devilfish Bay",31.8,7857.03
"345","051202010106","IN","Little White River",58.37,14423.67
"346","051201010904","IN","Pleasant Run Ditch-Eightmile Creek",62.42,15423.8
"347","051202010107","IN","Little Stoney Creek-Stoney Creek",76.29,18851.4
"348","050800011101","OH","Mud Creek",77.61,19178.64
"349","050800011201","OH","Indian Creek",51.58,12745.73
"350","071300090804","IL","Grove Creek",76.26,18843.32
"351","051202080103","IN","Prow Hollow-Twin Creek",49.85,12319.3
"352","070200041201","MN","County Ditch Number Fortyfive",56.75,14023.02
"353","070200050802","MN","Headwaters Shakopee Creek",60.81,15025.52
"354","170102030501","MT","Canyon Creek",41.3,10206.63
"355","070200040302","MN","County Ditch Number Thirtyseven-Yellow Medicine River",118.38,29251.45
"356","070200110106","MN","County Ditch Number Thirtyfive-Le Sueur River",140.76,34782.73
"357","070200040202","MN","County Ditch Number Ninety-Minnesota River",105.84,26153.99
"358","070200030705","MN","Outlet Lac qui Parle River",101.7,25130
"359","031001020506","FL","Tippecanoe Bay-Myakka River",91.83,22690.66
"360","070200040101","MN","Upper County Ditch Number Nine",112.78,27868.95
"361","070200040102","MN","Lower County Ditch Number Nine",89.46,22105.77
"362","070200100502","MN","Judicial Ditch Number Seventytwo",49.59,12253.14
"363","100700060601","WY","Polecat Bench",64.94,16047.03
"364","101302040203","ND","Dead Horse Creek",56.71,14014.55
"365","101302040205","ND","Hay Slough Creek",70.35,17383.79
"366","070200110103","MN","County Ditch Number Twentyseven-Le Sueur River",134.47,33227.85
"367","101302040206","ND","Town of Havelock-Cannonball River",46.51,11493.83
"368","101302040207","ND","Upper Coal Bank Creek",109.18,26978
"369","070500020307","WI","Turtle Flambeau Flowage-Flambeau River",172.98,42743.68
"370","070200070102","MN","Ditch Number Twelve",68.08,16823.65
"371","070500010604","WI","Spring Creek-Thornapple River",107.26,26503.67
"372","070500010302","WI","Crane Lake-Lake Chippewa",107.19,26487.93
"373","070500010304","WI","Mud Lake-North Fork Chief River",70.03,17304.72
"374","070500020606","WI","Bear Creek-Flambeau River",88.72,21923.22
"375","070500020306","WI","Turtle River-Turtle-Flambeau Flowage",67.62,16708.74
"376","070200070502","MN","Judicial Ditch Number Eight",59.72,14758.13
"377","030901010201","FL","Lake Myrtle",83.16,20548.56
"378","070200070702","MN","County Ditch Number Twentyeight-one",67.91,16781.43
"379","070200070101","MN","County Ditch Number One Hundred Twentyfour",76.76,18968.89
"380","051201010801","IN","Johns Creek-Wabash River",65.98,16304.56
"381","070200070201","MN","Headwaters Wabasha Creek",72.46,17904.92
"382","050800011403","OH","Brush Creek",42.49,10500.24
"383","070200070202","MN","County Ditch Number One Hundred Nine",58.13,14364.09
"384","070200070301","MN","Headwaters Fort Ridgely Creek",69.73,17229.43
"385","070200090501","MN","County Ditch Number One",44.03,10880.49
"386","050902030601","IN","Raccoon Creek-Laughery Creek",83.62,20662.88
"387","070200080706","MN","Judicial Ditch Number Thirthyfive",48.51,11986.23
"388","051201010601","IN","Jamstutz Ditch-Wabash River",78.54,19406.75
"389","051201010602","IN","Threemile Creek-Wabash River",40.73,10064.36
"390","070200041005","MN","County Ditch Number One Hundred Ninteen",43.37,10715.92
"391","050800020404","OH","Dry Run-Great Miami River",84.11,20784.91
"392","070200050806","MN","Lower Shakopee Creek",165.08,40792.51
"393","030901010501","FL","Lake Butler",97.26,24033.27
"394","070200050803","MN","Upper Shakopee Creek",140.07,34612.03
"395","101302040208","ND","Goose Creek",48.46,11974.74
"396","101302040209","ND","Lower Coal Bank Creek",64.96,16052.58
"397","101302040301","ND","Tepee Creek",72.83,17996.84
"398","101302040303","ND","Dayton Creek",69.81,17249.79
"399","070200050804","MN","Town of Louriston",108.72,26864.74
"400","101302040304","ND","Larson Lake-Spring Creek",105.25,26007.43
"401","101302040305","ND","Indian Creek-Cannonball River",100.56,24848.6
"402","101302040401","ND","Chilton Creek-Cannonball River",80.3,19841.57
"403","101302040402","ND","Charles Lake",35.75,8834.32
"404","101302040403","ND","Mott Watershed Dam-Cannonball River",117.92,29139.29
"405","171200080702","OR","Augustine Canyon",101.21,25008.5
"406","070200050805","MN","Middle Shakopee Creek",69.5,17174.44
"407","051201010901","IN","Maple Creek-Eightmile Creek",50.18,12400.17
"408","070200050807","MN","Outlet Shakopee Creek",157.69,38965.27
"409","100800040302","WY","Deadman Hill-Muskrat Creek",100.99,24955.49
"410","070200060101","MN","Headwaters Redwood River",146.12,36106.16
"411","070200080401","MN","Judicial Ditch Number Twentytwo",36.77,9086.6
"412","070200060102","MN","Judicial Ditch Number Twelve",130.17,32166.59
"413","070200060302","MN","County Ditch Number Sixty",48.4,11959.95
